coach,year,team,win,loss,tie,winPct,PF,PA,delta
Bob Toledo,2002,UCLA,7,5,0,0.58333,360,313,47
Bob Toledo,2007,Tulane,4,8,0,0.33333,293,375,-82
Bob Toledo,2008,Tulane,2,10,0,0.16667,200,414,-214
Bob Toledo,2009,Tulane,3,9,0,0.25,193,440,-247
Bob Toledo,2010,Tulane,4,8,0,0.33333,299,446,-147
Bob Toledo,2011,Tulane,2,5,0,0.28571,173,248,-75
Bob Tyler,1973,Mississippi State,4,5,2,0.45455,219,255,-36
Bob Tyler,1974,Mississippi State,9,3,0,0.75,327,224,103
Bob Tyler,1975,Mississippi State,2,9,0,0.18182,165,166,-1
Bob Tyler,1976,Mississippi State,0,11,0,0,269,178,91
Bob Tyler,1977,Mississippi State,0,11,0,0,193,227,-34
Bob Tyler,1978,Mississippi State,6,5,0,0.54545,232,205,27
Bob Tyler,1981,North Texas,2,9,0,0.18182,111,235,-124
Bob Valesente,1986,Kansas,3,8,0,0.27273,112,327,-215
Bob Valesente,1987,Kansas,1,9,1,0.13636,135,398,-263
Bob Wagner,1987,Hawaii,5,7,0,0.41667,337,299,38
Bob Wagner,1988,Hawaii,9,3,0,0.75,383,283,100
Bob Wagner,1989,Hawaii,9,3,1,0.73077,470,281,189
Bob Wagner,1990,Hawaii,7,5,0,0.58333,374,257,117
Bob Wagner,1991,Hawaii,4,7,1,0.375,335,388,-53
Bob Wagner,1992,Hawaii,11,2,0,0.84615,421,317,104
Bob Wagner,1993,Hawaii,6,6,0,0.5,393,357,36
Bob Wagner,1994,Hawaii,3,8,1,0.29167,260,273,-13
Bob Wagner,1995,Hawaii,4,8,0,0.33333,285,401,-116
Bob Ward,1967,Maryland,0,9,0,0,46,231,-185
Bob Ward,1968,Maryland,2,8,0,0.2,171,299,-128
Bob Weber,1969,Arizona,3,7,0,0.3,210,276,-66
Bob Weber,1970,Arizona,4,6,0,0.4,168,213,-45
Bob Weber,1971,Arizona,5,6,0,0.45455,191,232,-41
Bob Weber,1972,Arizona,4,7,0,0.36364,226,271,-45
Bob Weber,1980,Louisville,5,6,0,0.45455,162,203,-41
Bob Weber,1981,Louisville,5,6,0,0.45455,180,212,-32
Bob Weber,1982,Louisville,5,6,0,0.45455,220,355,-135
Bob Weber,1983,Louisville,3,8,0,0.27273,157,351,-194
Bob Weber,1984,Louisville,2,9,0,0.18182,237,360,-123
Bob Williams (1),1906,Clemson,4,0,3,0.78571,38,4,34
Bob Williams (1),1909,Clemson,6,3,0,0.66667,93,43,50
Bob Williams (1),1913,Clemson,4,4,0,0.5,112,98,14
Bob Williams (1),1914,Clemson,6,3,1,0.65,197,123,74
Bob Williams (1),1915,Clemson,2,4,2,0.375,113,48,65
Bobby 'Bob' Petrino,2003,Louisville,9,4,0,0.69231,450,361,89
Bobby 'Bob' Petrino,2004,Louisville,11,1,0,0.91667,597,236,361
Bobby 'Bob' Petrino,2005,Louisville,9,3,0,0.75,521,285,236
Bobby 'Bob' Petrino,2006,Louisville,12,1,0,0.92308,491,212,279
Bobby 'Bob' Petrino,2008,Arkansas,5,7,0,0.41667,263,374,-111
Bobby 'Bob' Petrino,2009,Arkansas,8,5,0,0.61538,468,326,142
Bobby 'Bob' Petrino,2010,Arkansas,10,3,0,0.76923,474,304,170
Bobby 'Bob' Petrino,2011,Arkansas,11,2,0,0.84615,478,289,189
Bobby Bowden,1959,Samford,9,1,0,0.9,226,79,147
Bobby Bowden,1960,Samford,8,1,0,0.88889,297,58,239
Bobby Bowden,1961,Samford,7,2,0,0.77778,320,76,244
Bobby Bowden,1962,Samford,7,2,0,0.77778,214,98,116
Bobby Bowden,1970,West Virginia,8,3,0,0.72727,311,200,111
Bobby Bowden,1971,West Virginia,7,4,0,0.63636,280,220,60
Bobby Bowden,1972,West Virginia,8,4,0,0.66667,415,289,126
Bobby Bowden,1973,West Virginia,6,5,0,0.54545,212,266,-54
Bobby Bowden,1974,West Virginia,4,7,0,0.36364,210,224,-14
Bobby Bowden,1975,West Virginia,9,3,0,0.75,283,189,94
Bobby Bowden,1976,Florida State,5,6,0,0.45455,205,258,-53
Bobby Bowden,1977,Florida State,10,2,0,0.83333,314,170,144
Bobby Bowden,1978,Florida State,8,3,0,0.72727,312,208,104
Bobby Bowden,1979,Florida State,11,1,0,0.91667,326,160,166
Bobby Bowden,1980,Florida State,10,2,0,0.83333,369,103,266
Bobby Bowden,1981,Florida State,6,5,0,0.54545,240,286,-46
Bobby Bowden,1982,Florida State,9,3,0,0.75,419,254,165
Bobby Bowden,1983,Florida State,8,4,0,0.66667,381,312,69
Bobby Bowden,1984,Florida State,7,3,2,0.66667,406,254,152
Bobby Bowden,1985,Florida State,9,3,0,0.75,402,258,144
Bobby Bowden,1986,Florida State,7,4,1,0.625,393,218,175
Bobby Bowden,1987,Florida State,11,1,0,0.91667,481,163,318
Bobby Bowden,1988,Florida State,11,1,0,0.91667,455,172,283
Bobby Bowden,1989,Florida State,10,2,0,0.83333,424,199,225
Bobby Bowden,1990,Florida State,10,2,0,0.83333,459,206,253
Bobby Bowden,1991,Florida State,11,2,0,0.84615,449,188,261
Bobby Bowden,1992,Florida State,11,1,0,0.91667,446,186,260
Bobby Bowden,1993,Florida State,12,1,0,0.92308,536,129,407
Bobby Bowden,1994,Florida State,10,1,1,0.875,428,200,228
Bobby Bowden,1995,Florida State,10,2,0,0.83333,563,246,317
Bobby Bowden,1996,Florida State,11,1,0,0.91667,446,174,272
Bobby Bowden,1997,Florida State,11,1,0,0.91667,468,181,287
Bobby Bowden,1998,Florida State,11,2,0,0.84615,401,161,240
Bobby Bowden,1999,Florida State,12,0,0,1,458,203,255
Bobby Bowden,2000,Florida State,11,2,0,0.84615,511,136,375
Bobby Bowden,2001,Florida State,8,4,0,0.66667,403,304,99
Bobby Bowden,2002,Florida State,9,5,0,0.64286,428,301,127
Bobby Bowden,2003,Florida State,10,3,0,0.76923,419,217,202
Bobby Bowden,2004,Florida State,9,3,0,0.75,302,169,133
Bobby Bowden,2005,Florida State,8,5,0,0.61538,376,286,90
Bobby Bowden,2006,Florida State,2,6,0,0.25,345,258,87
Bobby Bowden,2007,Florida State,0,6,0,0,303,298,5
Bobby Bowden,2008,Florida State,9,4,0,0.69231,434,262,172
Bobby Bowden,2009,Florida State,7,6,0,0.53846,391,390,1
Bobby Collins,1975,Southern Miss,8,3,0,0.72727,279,129,150
Bobby Collins,1976,Southern Miss,3,8,0,0.27273,145,296,-151
Bobby Collins,1977,Southern Miss,6,6,0,0.5,215,250,-35
Bobby Collins,1978,Southern Miss,7,4,0,0.63636,213,185,28
Bobby Collins,1979,Southern Miss,6,4,1,0.59091,228,146,82
Bobby Collins,1980,Southern Miss,9,3,0,0.75,290,183,107
Bobby Collins,1981,Southern Miss,9,2,1,0.79167,305,108,197
Bobby Collins,1982,SMU,11,0,1,0.95833,354,160,194
Bobby Collins,1983,SMU,10,2,0,0.83333,274,137,137
Bobby Collins,1984,SMU,10,2,0,0.83333,328,198,130
Bobby Collins,1985,SMU,6,5,0,0.54545,280,211,69
Bobby Collins,1986,SMU,6,5,0,0.54545,245,282,-37
Bobby Hauck,2003,Montana,9,4,0,0.69231,430,266,164
Bobby Hauck,2004,Montana,12,3,0,0.8,535,339,196
Bobby Hauck,2005,Montana,8,4,0,0.66667,306,218,88
Bobby Hauck,2006,Montana,12,2,0,0.85714,385,225,160
Bobby Hauck,2007,Montana,11,1,0,0.91667,377,178,199
Bobby Hauck,2008,Montana,14,2,0,0.875,509,284,225
Bobby Hauck,2009,Montana,14,1,0,0.93333,537,285,252
Bobby Hauck,2010,UNLV,2,11,0,0.15385,239,516,-277
Bobby Hauck,2011,UNLV,2,10,0,0.16667,207,485,-278
Bobby Johnson,1994,Furman,3,8,0,0.27273,253,325,-72
Bobby Johnson,1995,Furman,6,5,0,0.54545,274,261,13
Bobby Johnson,1996,Furman,9,4,0,0.69231,335,301,34
Bobby Johnson,1997,Furman,7,4,0,0.63636,281,223,58
Bobby Johnson,1998,Furman,5,6,0,0.45455,267,283,-16
Bobby Johnson,1999,Furman,9,3,0,0.75,432,220,212
Bobby Johnson,2000,Furman,9,3,0,0.75,379,209,170
Bobby Johnson,2001,Furman,12,3,0,0.8,477,221,256
Bobby Johnson,2002,Vanderbilt,2,10,0,0.16667,221,368,-147
Bobby Johnson,2003,Vanderbilt,2,10,0,0.16667,235,358,-123
Bobby Johnson,2004,Vanderbilt,2,9,0,0.18182,212,286,-74
Bobby Johnson,2005,Vanderbilt,5,6,0,0.45455,299,321,-22
Bobby Johnson,2006,Vanderbilt,4,8,0,0.33333,264,284,-20
Bobby Johnson,2007,Vanderbilt,5,7,0,0.41667,260,271,-11
Bobby Johnson,2008,Vanderbilt,7,6,0,0.53846,249,255,-6
Bobby Johnson,2009,Vanderbilt,2,10,0,0.16667,196,280,-84
Bobby Keasler,1990,McNeese State,5,6,0,0.45455,183,265,-82
Bobby Keasler,1991,McNeese State,6,4,2,0.58333,192,156,36
Bobby Keasler,1992,McNeese State,9,4,0,0.69231,301,260,41
Bobby Keasler,1993,McNeese State,10,3,0,0.76923,366,233,133
Bobby Keasler,1994,McNeese State,10,3,0,0.76923,341,226,115
Bobby Keasler,1995,McNeese State,13,1,0,0.92857,444,144,300
Bobby Keasler,1996,McNeese State,3,8,0,0.27273,236,225,11
Bobby Keasler,1997,McNeese State,13,2,0,0.86667,395,173,222
Bobby Keasler,1998,McNeese State,9,3,0,0.75,388,157,231
Bobby Keasler,1999,Louisiana-Monroe,5,6,0,0.45455,186,322,-136
Bobby Keasler,2000,Louisiana-Monroe,1,10,0,0.09091,96,415,-319
Bobby Keasler,2001,Louisiana-Monroe,2,9,0,0.18182,148,351,-203
Bobby Keasler,2002,Louisiana-Monroe,0,3,0,0,22,123,-101
Bobby Ross,1973,The Citadel,3,8,0,0.27273,137,250,-113
Bobby Ross,1974,The Citadel,4,7,0,0.36364,216,248,-32
Bobby Ross,1975,The Citadel,6,5,0,0.54545,144,97,47
Bobby Ross,1976,The Citadel,6,5,0,0.54545,171,176,-5
Bobby Ross,1977,The Citadel,5,6,0,0.45455,133,162,-29
Bobby Ross,1982,Maryland,8,4,0,0.66667,373,220,153
Bobby Ross,1983,Maryland,8,4,0,0.66667,316,253,63
Bobby Ross,1984,Maryland,9,3,0,0.75,380,280,100
Bobby Ross,1985,Maryland,9,3,0,0.75,326,192,134
Bobby Ross,1986,Maryland,5,5,1,0.5,262,211,51
Bobby Ross,1987,Georgia Tech,2,9,0,0.18182,199,275,-76
Bobby Ross,1988,Georgia Tech,3,8,0,0.27273,200,194,6
Bobby Ross,1989,Georgia Tech,7,4,0,0.63636,265,213,52
Bobby Ross,1990,Georgia Tech,11,0,1,0.95833,379,186,193
Bobby Ross,1991,Georgia Tech,8,5,0,0.61538,283,214,69
Bobby Ross,2004,Army,2,9,0,0.18182,260,388,-128
Bobby Ross,2005,Army,4,7,0,0.36364,220,294,-74
Bobby Ross,2006,Army,3,9,0,0.25,232,335,-103
Bobby Wallace,1988,North Alabama (AL),2,8,0,0.2,173,282,-109
Bobby Wallace,1989,North Alabama (AL),6,5,0,0.54545,208,155,53
Bobby Wallace,1990,North Alabama (AL),8,3,0,0.72727,317,169,148
Bobby Wallace,1991,North Alabama (AL),3,7,0,0.3,160,251,-91
Bobby Wallace,1992,North Alabama (AL),7,4,1,0.625,221,163,58
Bobby Wallace,1993,North Alabama (AL),14,0,0,1,557,265,292
Bobby Wallace,1994,North Alabama (AL),13,1,0,0.92857,458,165,293
Bobby Wallace,1995,North Alabama (AL),14,0,0,1,514,155,359
Bobby Wallace,1996,North Alabama (AL),6,5,0,0.54545,307,202,105
Bobby Wallace,1997,North Alabama (AL),9,3,0,0.75,344,224,120
Bobby Wallace,1998,Temple,2,9,0,0.18182,198,360,-162
Bobby Wallace,1999,Temple,2,9,0,0.18182,153,366,-213
Bobby Wallace,2000,Temple,4,7,0,0.36364,224,269,-45
Bobby Wallace,2001,Temple,4,7,0,0.36364,198,311,-113
Bobby Wallace,2002,Temple,4,8,0,0.33333,242,351,-109
Bobby Wallace,2003,Temple,1,11,0,0.08333,235,393,-158
Bobby Wallace,2004,Temple,2,9,0,0.18182,238,399,-161
Bobby Wallace,2005,Temple,0,11,0,0,107,498,-391
Bobby Wallace,2006,West Alabama (AL),6,5,0,0.54545,301,235,66
Bobby Wallace,2007,West Alabama (AL),1,9,0,0.1,200,329,-129
Bobby Wallace,2008,West Alabama (AL),4,7,0,0.36364,283,273,10
Bobby Wallace,2009,West Alabama (AL),8,5,0,0.61538,415,365,50
Bobby Wallace,2010,West Alabama (AL),7,4,0,0.63636,327,245,82
Bobby Williams,1999,Michigan State,1,0,0,1,37,34,3
Bobby Williams,2000,Michigan State,5,6,0,0.45455,197,233,-36
Bobby Williams,2001,Michigan State,7,5,0,0.58333,374,311,63
Bobby Williams,2002,Michigan State,3,6,0,0.33333,211,271,-60
Boni Petcoff,1926,Toledo,3,5,0,0.375,81,154,-73
Boni Petcoff,1927,Toledo,5,2,0,0.71429,88,64,24
Boni Petcoff,1928,Toledo,1,6,0,0.14286,46,130,-84
Boni Petcoff,1929,Toledo,4,2,1,0.64286,68,70,-2
Boozer Pitts,1923,Auburn,3,3,3,0.5,96,58,38
Boozer Pitts,1924,Auburn,4,4,1,0.5,46,40,6
Boozer Pitts,1927,Auburn,0,4,2,0.16667,24,82,-58
Bowden Wyatt,1947,Wyoming,4,5,0,0.44444,175,168,7
Bowden Wyatt,1948,Wyoming,4,5,0,0.44444,270,145,125
Bowden Wyatt,1949,Wyoming,9,1,0,0.9,381,65,316
Bowden Wyatt,1950,Wyoming,10,0,0,1,363,59,304
Bowden Wyatt,1951,Wyoming,7,2,1,0.75,220,82,138
Bowden Wyatt,1952,Wyoming,5,4,0,0.55556,114,102,12
Bowden Wyatt,1953,Arkansas,3,7,0,0.3,116,161,-45
Bowden Wyatt,1954,Arkansas,8,3,0,0.72727,195,104,91
Bowden Wyatt,1955,Tennessee,6,3,1,0.65,188,92,96
Bowden Wyatt,1956,Tennessee,10,1,0,0.90909,275,88,187
Bowden Wyatt,1957,Tennessee,8,3,0,0.72727,164,75,89
Bowden Wyatt,1958,Tennessee,4,6,0,0.4,77,122,-45
Bowden Wyatt,1959,Tennessee,5,4,1,0.55,112,118,-6
Bowden Wyatt,1960,Tennessee,6,2,2,0.7,209,79,130
Bowden Wyatt,1961,Tennessee,6,4,0,0.6,221,149,72
Bowden Wyatt,1962,Tennessee,4,6,0,0.4,179,134,45
Boyd B. Chambers,1909,Marshall,3,2,1,0.58333,107,95,12
Boyd B. Chambers,1910,Marshall,5,1,1,0.78571,91,14,77
Boyd B. Chambers,1911,Marshall,4,1,1,0.75,122,22,100
Boyd B. Chambers,1912,Marshall,3,4,0,0.42857,197,94,103
Boyd B. Chambers,1913,Marshall,4,4,0,0.5,85,101,-16
Boyd B. Chambers,1914,Marshall,5,5,0,0.5,231,168,63
Boyd B. Chambers,1915,Marshall,1,7,0,0.125,80,244,-164
Boyd B. Chambers,1916,Marshall,7,2,1,0.75,267,102,165
Boyd B. Chambers,1918,Cincinnati,3,0,2,0.8,45,13,32
Boyd B. Chambers,1919,Cincinnati,3,4,1,0.4375,73,102,-29
Boyd B. Chambers,1920,Cincinnati,4,5,0,0.44444,125,96,29
Boyd B. Chambers,1921,Cincinnati,3,6,0,0.33333,181,114,67
Brad Scott,1994,South Carolina,7,5,0,0.58333,300,276,24
Brad Scott,1995,South Carolina,4,6,1,0.40909,401,393,8
Brad Scott,1996,South Carolina,6,5,0,0.54545,245,238,7
Brad Scott,1997,South Carolina,5,6,0,0.45455,258,279,-21
Brad Scott,1998,South Carolina,1,10,0,0.09091,207,330,-123
Brad Wright,2007,Texas State,4,7,0,0.36364,309,414,-105
Brad Wright,2008,Texas State,8,5,0,0.61538,473,407,66
Brad Wright,2009,Texas State,7,4,0,0.63636,351,317,34
Brad Wright,2010,Texas State,4,7,0,0.36364,273,377,-104
Brady Hoke,2003,Ball State,4,8,0,0.33333,261,386,-125
Brady Hoke,2004,Ball State,2,9,0,0.18182,225,405,-180
Brady Hoke,2005,Ball State,4,7,0,0.36364,233,416,-183
Brady Hoke,2006,Ball State,5,7,0,0.41667,326,309,17
Brady Hoke,2007,Ball State,7,6,0,0.53846,409,368,41
Brady Hoke,2008,Ball State,12,1,0,0.92308,476,242,234
Brady Hoke,2009,San Diego State,4,8,0,0.33333,280,366,-86
Brady Hoke,2010,San Diego State,9,4,0,0.69231,455,287,168
Brady Hoke,2011,Michigan,11,2,0,0.84615,433,226,207
Branch Bocock,1908,Georgia,5,2,1,0.6875,71,45,26
Branch Bocock,1909,Virginia Tech,6,1,0,0.85714,148,27,121
Branch Bocock,1910,Virginia Tech,6,2,0,0.75,109,18,91
Branch Bocock,1911,North Carolina,6,1,1,0.8125,66,31,35
Branch Bocock,1912,Virginia Tech,5,4,0,0.55556,202,92,110
Branch Bocock,1913,Virginia Tech,7,1,1,0.83333,175,60,115
Branch Bocock,1914,Virginia Tech,6,2,1,0.72222,143,33,110
Branch Bocock,1915,Virginia Tech,4,4,0,0.5,91,109,-18
Branch Bocock,1920,LSU,5,3,1,0.61111,206,63,143
Branch Bocock,1921,LSU,6,1,1,0.8125,180,56,124
Branch Bocock,1925,South Carolina,7,3,0,0.7,150,27,123
Branch Bocock,1926,South Carolina,6,4,0,0.6,159,62,97
Branch Bocock,1928,William & Mary,6,3,2,0.63636,218,54,164
Branch Bocock,1929,William & Mary,8,2,0,0.8,250,77,173
Branch Bocock,1930,William & Mary,7,2,1,0.75,247,39,208
Branch Bocock,1936,William & Mary,1,8,0,0.11111,51,112,-61
Branch Bocock,1937,William & Mary,4,5,0,0.44444,129,103,26
Branch Bocock,1938,William & Mary,3,7,0,0.3,105,154,-49
Brent Guy,2005,Utah State,3,8,0,0.27273,208,360,-152
Brent Guy,2006,Utah State,1,11,0,0.08333,130,462,-332
Brent Guy,2007,Utah State,2,10,0,0.16667,247,406,-159
Brent Guy,2008,Utah State,3,9,0,0.25,288,416,-128
Bret Bielema,2006,Wisconsin,12,1,0,0.92308,380,164,216
Bret Bielema,2007,Wisconsin,9,4,0,0.69231,383,301,82
Bret Bielema,2008,Wisconsin,7,6,0,0.53846,357,345,12
Bret Bielema,2009,Wisconsin,10,3,0,0.76923,413,283,130
Bret Bielema,2010,Wisconsin,11,2,0,0.84615,539,267,272
Bret Bielema,2011,Wisconsin,11,3,0,0.78571,618,266,352
Brian Burke,1979,Ohio,6,5,0,0.54545,238,174,64
Brian Burke,1980,Ohio,6,5,0,0.54545,222,196,26
Brian Burke,1981,Ohio,5,6,0,0.45455,228,257,-29
Brian Burke,1982,Ohio,6,5,0,0.54545,160,259,-99
Brian Burke,1983,Ohio,4,7,0,0.36364,163,270,-107
Brian Burke,1984,Ohio,4,6,1,0.40909,134,264,-130
Brian Cabral,2010,Colorado,2,1,0,0.66667,95,95,0
Brian Kelly,1991,Grand Valley St. (MI),9,3,0,0.75,313,166,147
Brian Kelly,1992,Grand Valley St. (MI),8,3,0,0.72727,249,219,30
Brian Kelly,1993,Grand Valley St. (MI),6,3,2,0.63636,271,227,44
Brian Kelly,1994,Grand Valley St. (MI),8,4,0,0.66667,387,239,148
Brian Kelly,1995,Grand Valley St. (MI),8,3,0,0.72727,407,211,196
Brian Kelly,1996,Grand Valley St. (MI),8,3,0,0.72727,272,165,107
Brian Kelly,1997,Grand Valley St. (MI),9,2,0,0.81818,330,237,93
Brian Kelly,1998,Grand Valley St. (MI),9,3,0,0.75,462,322,140
Brian Kelly,1999,Grand Valley St. (MI),5,5,0,0.5,259,273,-14
Brian Kelly,2000,Grand Valley St. (MI),7,4,0,0.63636,337,284,53
Brian Kelly,2001,Grand Valley St. (MI),13,1,0,0.92857,707,231,476
Brian Kelly,2002,Grand Valley St. (MI),14,0,0,1,654,231,423
Brian Kelly,2003,Grand Valley St. (MI),14,1,0,0.93333,551,200,351
Brian Kelly,2004,Central Michigan,4,7,0,0.36364,260,378,-118
Brian Kelly,2005,Central Michigan,6,5,0,0.54545,260,260,0
Brian Kelly,2006,Central Michigan,10,4,0,0.71429,412,322,90
Brian Kelly,2007,Cincinnati,10,3,0,0.76923,472,244,228
Brian Kelly,2008,Cincinnati,11,3,0,0.78571,362,282,80
Brian Kelly,2009,Cincinnati,12,0,0,1,478,249,229
Brian Kelly,2010,Notre Dame,8,5,0,0.61538,342,263,79
Brian Kelly,2011,Notre Dame,8,5,0,0.61538,380,269,111
Brian Knorr,2001,Ohio,1,10,0,0.09091,198,323,-125
Brian Knorr,2002,Ohio,4,8,0,0.33333,299,374,-75
Brian Knorr,2003,Ohio,2,10,0,0.16667,263,372,-109
Brian Knorr,2004,Ohio,4,7,0,0.36364,221,271,-50
Brit Paterson,1916,North Carolina State,2,5,0,0.28571,24,191,-167
Bronco Mendenhall,2005,BYU,6,6,0,0.5,396,351,45
Bronco Mendenhall,2006,BYU,11,2,0,0.84615,478,195,283
Bronco Mendenhall,2007,BYU,11,2,0,0.84615,391,241,150
Bronco Mendenhall,2008,BYU,10,3,0,0.76923,445,285,160
Bronco Mendenhall,2009,BYU,11,2,0,0.84615,461,280,181
Bronco Mendenhall,2010,BYU,7,6,0,0.53846,340,281,59
Bronco Mendenhall,2011,BYU,10,3,0,0.76923,391,265,126
Bruce Arians,1983,Temple,4,7,0,0.36364,170,241,-71
Bruce Arians,1984,Temple,6,5,0,0.54545,226,180,46
Bruce Arians,1985,Temple,4,7,0,0.36364,233,223,10
Bruce Arians,1986,Temple,0,11,0,0,308,271,37
Bruce Arians,1987,Temple,3,8,0,0.27273,154,251,-97
Bruce Arians,1988,Temple,4,7,0,0.36364,207,317,-110
Bruce C. Shorts,1904,Nevada,3,2,0,0.6,50,43,7
Bruce C. Shorts,1905,Oregon,4,2,2,0.625,65,39,26
Bruce Snyder,1976,Utah State,3,8,0,0.27273,170,263,-93
Bruce Snyder,1977,Utah State,4,7,0,0.36364,177,249,-72
Bruce Snyder,1978,Utah State,7,4,0,0.63636,269,214,55
Bruce Snyder,1979,Utah State,8,2,1,0.77273,347,270,77
Bruce Snyder,1980,Utah State,6,5,0,0.54545,290,255,35
Bruce Snyder,1981,Utah State,5,5,1,0.5,204,210,-6
Bruce Snyder,1982,Utah State,5,6,0,0.45455,192,262,-70
Bruce Snyder,1987,California,3,6,2,0.36364,239,267,-28
Bruce Snyder,1988,California,5,5,1,0.5,243,244,-1
Bruce Snyder,1989,California,4,7,0,0.36364,200,288,-88
Bruce Snyder,1990,California,7,4,1,0.625,325,341,-16
Bruce Snyder,1991,California,10,2,0,0.83333,443,239,204
Bruce Snyder,1992,Arizona State,6,5,0,0.54545,235,185,50
Bruce Snyder,1993,Arizona State,6,5,0,0.54545,282,248,34
Bruce Snyder,1994,Arizona State,3,8,0,0.27273,242,347,-105
Bruce Snyder,1995,Arizona State,6,5,0,0.54545,308,330,-22
Bruce Snyder,1996,Arizona State,11,1,0,0.91667,488,216,272
Bruce Snyder,1997,Arizona State,9,3,0,0.75,324,210,114
Bruce Snyder,1998,Arizona State,5,6,0,0.45455,333,338,-5
Bruce Snyder,1999,Arizona State,7,5,0,0.58333,285,311,-26
Bruce Snyder,2000,Arizona State,6,6,0,0.5,313,303,10
Bud Carson,1967,Georgia Tech,4,6,0,0.4,129,205,-76
Bud Carson,1968,Georgia Tech,4,6,0,0.4,158,263,-105
Bud Carson,1969,Georgia Tech,4,6,0,0.4,144,183,-39
Bud Carson,1970,Georgia Tech,9,3,0,0.75,233,165,68
Bud Carson,1971,Georgia Tech,6,6,0,0.5,207,207,0
Bud Moore,1975,Kansas,7,5,0,0.58333,262,180,82
Bud Moore,1976,Kansas,6,5,0,0.54545,260,251,9
Bud Moore,1977,Kansas,4,6,1,0.40909,131,269,-138
Bud Moore,1978,Kansas,1,10,0,0.09091,124,345,-221
Bud Saunders,1923,Clemson,5,2,1,0.6875,91,65,26
Bud Saunders,1924,Clemson,2,6,0,0.25,80,96,-16
Bud Saunders,1925,Clemson,1,7,0,0.125,27,160,-133
Bud Saunders,1926,Clemson,2,7,0,0.22222,20,169,-149
Bum Phillips,1962,UTEP,4,5,0,0.44444,84,144,-60
Burt Ingwersen,1924,Iowa,6,1,1,0.8125,106,50,56
Burt Ingwersen,1925,Iowa,5,3,0,0.625,122,74,48
Burt Ingwersen,1926,Iowa,3,5,0,0.375,113,117,-4
Burt Ingwersen,1927,Iowa,4,4,0,0.5,107,83,24
Burt Ingwersen,1928,Iowa,6,2,0,0.75,147,42,105
Burt Ingwersen,1929,Iowa,4,2,2,0.625,128,28,100
Burt Ingwersen,1930,Iowa,4,4,0,0.5,88,74,14
Burt Ingwersen,1931,Iowa,1,6,1,0.1875,7,131,-124
Butch Davis,1995,Miami (FL),8,3,0,0.72727,294,201,93
Butch Davis,1996,Miami (FL),9,3,0,0.75,368,210,158
Butch Davis,1997,Miami (FL),5,6,0,0.45455,314,285,29
Butch Davis,1998,Miami (FL),9,3,0,0.75,448,298,150
Butch Davis,1999,Miami (FL),9,4,0,0.69231,432,220,212
Butch Davis,2000,Miami (FL),11,1,0,0.91667,506,190,316
Butch Davis,2007,North Carolina,4,8,0,0.33333,254,294,-40
Butch Davis,2008,North Carolina,0,5,0,0,360,275,85
Butch Davis,2009,North Carolina,0,5,0,0,309,222,87
Butch Davis,2010,North Carolina,8,5,0,0.61538,329,302,27
Butch Jones,2007,Central Michigan,8,6,0,0.57143,487,517,-30
Butch Jones,2008,Central Michigan,8,5,0,0.61538,384,393,-9
Butch Jones,2009,Central Michigan,11,2,0,0.84615,431,224,207
Butch Jones,2010,Cincinnati,4,8,0,0.33333,325,336,-11
Butch Jones,2011,Cincinnati,10,3,0,0.76923,433,264,169
Byrd Whigham,1974,Troy,6,4,0,0.6,274,218,56
Byrd Whigham,1975,Troy,6,4,0,0.6,194,172,22
Byron W. 'By' Dickson,1901,South Carolina,3,4,0,0.42857,85,52,33
Byron W. 'By' Dickson,1906,Lehigh,5,5,1,0.5,108,150,-42
Byron W. 'By' Dickson,1907,Lehigh,7,2,1,0.75,198,45,153
Byron W. 'By' Dickson,1908,Lehigh,4,3,0,0.57143,45,50,-5
Byron W. 'By' Dickson,1909,Lehigh,4,3,2,0.55556,83,79,4
Byron W. 'By' Dickson,1910,Bucknell,2,6,0,0.25,48,137,-89
Byron W. 'By' Dickson,1911,Bucknell,6,3,1,0.65,89,38,51
Byron W. 'By' Dickson,1912,Bucknell,6,3,1,0.65,207,64,143
Byron W. 'By' Dickson,1913,Bucknell,6,4,0,0.6,198,172,26
Byron W. 'By' Dickson,1919,Franklin & Marshall (PA),2,4,2,0.375,48,40,8
C. 'Papa' Cobb,1894,Washington,1,1,1,0.5,60,38,22
C. DeForest Cummings,1911,Syracuse,5,3,2,0.6,63,59,4
C. DeForest Cummings,1912,Syracuse,4,5,0,0.44444,95,160,-65
C. Noel Workman,1926,Iowa State,4,3,1,0.5625,51,60,-9
C. Noel Workman,1927,Iowa State,4,3,1,0.5625,77,78,-1
C. Noel Workman,1928,Iowa State,2,5,1,0.3125,39,67,-28
C. Noel Workman,1929,Iowa State,1,7,0,0.125,54,135,-81
C. Noel Workman,1930,Iowa State,0,9,0,0,64,134,-70
C.B. Ferris,1896,Utah,2,2,0,0.5,18,16,2
C.C. Humphreys,1939,Memphis,3,8,0,0.27273,85,159,-74
C.C. Humphreys,1940,Memphis,5,5,0,0.5,150,172,-22
C.C. Humphreys,1941,Memphis,6,3,0,0.66667,172,76,96
C.D. Clark,1894,Mississippi,6,1,0,0.85714,115,48,67
C.E. Cronk,1904,TCU,1,4,1,0.25,5,90,-85
C.E. Dietz,1902,Kansas State,2,6,0,0.25,46,121,-75
C.E. Peterson,1921,San Diego State,4,6,0,0.4,60,100,-40
